,id,name,metacritic,released_year,platforms,developers,genres,publishers
9184,10878,Iconoclasts,86.0,2018,"Xbox One, PC, PS Vita, PlayStation 4, Nintendo Switch","Joakim Sandberg, Bifrost Entertainment","Action, Adventure, Indie, Platformer","Bifrost Entertainment, Bifrost Ent."
9249,10884,15 Days,63.0,2010,PC,House of Tales,"Adventure, Casual, Indie","THQ Nordic, HandyGames"
9282,10887,Thea: The Awakening,73.0,2015,"PC, Nintendo Switch, PlayStation 4, Xbox One","MuHa Games, Tactile Fusion","RPG, Strategy, Indie","Monster Couch, MuHa Games"
9391,10897,Bounty Train,66.0,2015,"PC, macOS",Corbie Games,"Strategy, Simulation, Indie",Daedalic Entertainment
9402,10898,Stories Untold,81.0,2017,"Xbox One, PlayStation 4, PC, Nintendo Switch",No Code,"Adventure, Simulation, Indie",Devolver Digital
9422,1090,This War of Mine,83.0,2014,"Android, iOS, PC, Linux, macOS, Nintendo Switch",11 Bit Studios,"Adventure, Simulation, Indie",11 bit studios
9530,1091,Guild of Dungeoneering,72.0,2015,"Android, PC, macOS, iOS","Versus Evil, Gambrinous","RPG, Card, Indie","Versus Evil, Gambrinous"
9593,10916,Gas Guzzlers: Combat Carnage,58.0,2017,PC,Gamepires,"Action, Racing",Gamepires
9656,10922,Mainlining,73.0,2017,"Nintendo Switch, PC",Rebelephant,"Adventure, Simulation, Indie, Puzzle",Merge Games
9667,10923,Nefarious,67.0,2017,"macOS, Linux, PC, Xbox One, Nintendo Switch, PlayStation 4","Digerati Distribution, StarBlade","Action, Adventure, Indie","Digerati, StarBlade"
9676,10924,Darkout,55.0,2013,PC,Allgraf,"Action, Adventure, Indie",Kiss
9697,10926,Factorio,94.0,2020,"Linux, macOS, PC",Wube Software,"Strategy, Simulation, Casual, Indie",Wube Software
9846,10940,Alwa's Awakening,71.0,2017,"Linux, macOS, PC, Xbox One, PlayStation 4, Nintendo Switch","Elden Pixels, Elden Pixels Ek. För.","Adventure, Indie",Elden Pixels
9951,1095,Mantis Burn Racing,71.0,2016,"PC, Xbox One, PlayStation 4, Nintendo Switch",VooFoo Studios,"Racing, Casual, Indie",VooFoo Studios
10263,10980,Serial Cleaner,72.0,2016,"iOS, Linux, PC, macOS, PlayStation 4, Xbox One, Nintendo Switch","Curve Digital, East2west Network Tech. Co, iFun4all","Action, RPG, Indie","Curve Digital, East2west Network Tech. Co, iFun4all"
10274,10981,Battle Chef Brigade,81.0,2017,"PC, Nintendo Switch, PlayStation 4","Adult Swim, Trinket Studios","Action, Adventure, RPG, Indie","Adult Swim Games, Adult Swim"
10329,10986,Syberia 3,50.0,2017,"macOS, PC, Nintendo Switch, Xbox One, PlayStation 4","Plug In Digital, Microids, Anuman Interactive",Adventure,"Microids, Anuman Interactive"
10360,10989,Paladins,78.0,2016,"PC, macOS, Nintendo Switch, PlayStation 4, Xbox One",Hi-Rez Studios,"Action, Shooter",Hi-Rez Studios
10370,1099,Batman: Arkham VR,74.0,2016,"PC, PlayStation 4","Warner Bros. Interactive, Rocksteady Studios","Action, Adventure, Simulation",Warner Bros. Interactive
10381,10991,Code of Princess,53.0,2012,"PC, Nintendo 3DS",Studio Saizensen,"Action, Adventure, RPG","Atlus, Degica, Inc.)"
10391,10992,OneShot,84.0,2016,"PC, macOS",Little Cat Feet,"Adventure, Casual, Indie",Degica
10401,10993,Redout: Lightspeed Edition,81.0,2016,"PC, Xbox One, PlayStation 4, Nintendo Switch","34BigThings, windfallsoft","Action, Simulation, Racing, Arcade, Casual, Indie","Nicalis, 34BigThings, windfallsoft"
10410,10994,Scrap Garden,58.0,2016,"Linux, PC, macOS","Alexey Davydov, Egidijus Bachur","Action, Adventure, Indie",Flazm
10442,10997,de Blob,70.0,2008,"PC, Xbox One, PlayStation 4, Wii, Nintendo Switch","THQ Nordic, Blue Tongue Entertainment","Action, Adventure, Casual, Indie, Platformer","THQ Nordic, THQ, Nordic Games"
10500,11002,Take On Mars,70.0,2017,PC,Bohemia Interactive,Simulation,Bohemia Interactive
10572,11009,State of Mind,68.0,2018,"Linux, PC, macOS, iOS, PlayStation 4, Xbox One, Nintendo Switch",Daedalic Entertainment,"Action, Adventure, Indie, Puzzle",Daedalic Entertainment
10669,11018,STASIS,79.0,2015,"macOS, PC",THE BROTHERHOOD,Adventure,"Daedalic Entertainment, THE BROTHERHOOD"
10927,11042,Making History II: The War of the World,38.0,2010,"Linux, PC, macOS",Muzzy Lane Software,"Strategy, Simulation, Indie",Factus Games
10947,11044,Car Mechanic Simulator 2015,68.0,2015,"iOS, PC, macOS","PlayWay, Red Dot Games","Simulation, Racing","PlayWay, PLAYWAY SPOLKA AKCYJNA"
11012,1105,Duke Nukem 3D: 20th Anniversary World Tour,72.0,2016,"Nintendo Switch, PC, Xbox One, PlayStation 4","Gearbox Software, Gearbox Publishing","Action, Adventure",Gearbox Publishing
11130,11061,Wildfire,78.0,2020,"PC, Nintendo Switch, Xbox One, PlayStation 4",Sneaky Bastards,"Action, Adventure, Strategy, Indie",Sneaky Bastards
11214,11069,Home,69.0,2012,"PC, Linux, macOS","Kavan Bahrami, Lore Nine Studio, Benjamin Rivers","Adventure, Simulation, Casual, Indie","Lore Nine Studio, Kavan Bahrami, Benjamin Rivers"
11288,11076,IL-2 Sturmovik: Cliffs of Dover,60.0,2011,PC,1C: Maddox Games,Simulation,1C Company
11434,11090,Absolute Drift,66.0,2015,"Android, macOS, iOS, Linux, PC","FlippFly, Funselektor Labs, Noodlecake Studios","Action, Simulation, Sports, Racing, Indie","Noodlecake Studios, Funselektor Labs"
11467,11093,Near Death,70.0,2016,"Linux, PC, macOS",Orthogonal Games,"Action, Adventure, Indie",Orthogonal Games
11680,11113,Starpoint Gemini Warlords,74.0,2016,"PC, Xbox One",Little Green Men Games,"Action, RPG, Strategy, Simulation",Iceberg Interactive
11743,11119,Dyscourse,71.0,2015,"macOS, Linux, PC",Owlchemy Labs,"Adventure, Simulation, Casual, Indie",Owlchemy Labs
11838,11128,8-Bit Armies,69.0,2016,"PC, PlayStation 4, Xbox One","SOEDESCO Publishing, Petroglyph, Petroglyph Games","Strategy, Simulation, Indie","Petroglyph, Petroglyph Games"
11901,11134,Dungeon Souls,67.0,2016,"Linux, PC, macOS","Lamina Studios, Mike Studios","Action, Adventure, RPG, Indie",Black Shell Media
12172,11159,Shelter 2,58.0,2015,"Linux, PC, macOS",Might and Delight,"Adventure, Simulation, Casual, Indie","4EversGames, Might and Delight"
12183,1116,Reus,75.0,2013,"PC, Xbox One, Linux, macOS, PlayStation 4","SOEDESCO Publishing, Abbey Games","Strategy, Simulation, Indie","SOEDESCO Publishing, Abbey Games"
12226,11164,A Hat in Time,77.0,2017,"macOS, PC, Xbox One, PlayStation 4, PlayStation 3, Nintendo Switch","Humble Bundle, Gears for Breakfast","Action, Indie, Platformer","Humble Bundle, Gears for Breakfast"
12236,11165,Use Your Words,74.0,2017,"macOS, PC, Nintendo Switch, Xbox One, Wii U, PlayStation 4",Smiling Buddha Games,"Casual, Indie","LLC, Smiling Buddha Games, Screenwave Media"
12415,11182,VoidExpanse,59.0,2015,"Linux, PC, macOS",AtomicTorch Studio,"Action, RPG, Strategy, Simulation, Indie",AtomicTorch Studio
12425,11183,Devilian,63.0,2015,PC,Bluehole Ginno Games,"Action, RPG, Massively Multiplayer",Trion Worlds
12434,11184,ArcheAge,80.0,2015,PC,XLGAMES,"RPG, Massively Multiplayer",Trion Worlds
12485,11189,Immortal Redneck,69.0,2017,"Linux, PC, macOS, Xbox One, PlayStation 4, Nintendo Switch","Crema, Crema Games, CremaGames","Action, Indie","Crema, Crema Games"
12517,11192,Shelter,69.0,2013,"PC, macOS",Might and Delight,"Adventure, Simulation, Indie","4EversGames, Might and Delight"
12528,11193,Brigador,70.0,2016,"Linux, PC, macOS","Stellar Jockeys, Gausswerks","Action, Indie",Stellar Jockeys
12604,1120,Rise of the Tomb Raider: 20 Year Celebration,88.0,2016,"Xbox One, PlayStation 4, PC",Crystal Dynamics,"Action, Adventure","Microsoft Studios, Square Enix"
12734,11212,Violett Remastered,61.0,2013,"Linux, PC, macOS",Forever Entertainment S. A.,"Adventure, Indie",Forever Entertainment
12846,11223,Absolver,69.0,2017,"PC, Xbox One, PlayStation 4","Devolver Digital, Sloclap","Action, Adventure, Fighting, Indie",Devolver Digital
12899,11228,SpeedRunners,84.0,2016,"Nintendo Switch, Linux, macOS, PC, PlayStation 4, Xbox One","tinyBuild, DoubleDutch Games","Action, Sports, Racing, Casual, Indie",tinyBuild
12931,11231,The Flock,36.0,2015,PC,Vogelsap,"Action, Indie",Vogelsap
12963,11234,Naval War: Arctic Circle,64.0,2012,PC,Turbo Tape Games,Strategy,Paradox Interactive
13080,11245,Echoes Of Aetheria,77.0,2016,"macOS, Linux, PC",Dancing Dragon Games,"RPG, Indie",Degica
13135,1125,WWE 2K17,61.0,2016,"PC, Xbox 360, Xbox One, PlayStation 3, PlayStation 4","2K, Visual Concepts, Yuke's Co, Yukes Games","Simulation, Sports, Fighting",2K Games
13136,11250,Skyworld,69.0,2019,"PC, PlayStation 4","Vertigo Games, Wolfdog Interactive","Strategy, Indie",Vertigo Games
13283,11264,NARUTO SHIPPUDEN: Ultimate Ninja STORM 3 Full Burst,80.0,2013,"PC, PlayStation 3, PlayStation 4, Xbox One, Nintendo Switch","BANDAI NAMCO Entertainment America, CyberConnect2 Co.","Action, Adventure, Fighting",Bandai Namco Entertainment
13366,11272,Troll and I,27.0,2017,"Xbox One, PC, PlayStation 4, Nintendo Switch","Maximum Games, Spiral House","Action, Adventure",Maximum Games
13409,11276,Call of Duty: Modern Warfare 3,85.0,2011,"PC, macOS, iOS, PlayStation 3, Wii, Xbox 360, Xbox One","Aspyr Media, Infinity Ward, Sledgehammer Games","Action, Shooter","Activision Blizzard, Aspyr"
13440,11279,Day of Defeat: Source,80.0,2005,"macOS, PC, Linux",Valve Software,Action,Valve
13705,11304,We Are Chicago,49.0,2017,"PC, macOS, Linux",Culture Shock Games,"Adventure, Simulation, Indie",Culture Shock Games
13746,11308,Stars in Shadow,75.0,2017,PC,Ashdar Games,"Strategy, Indie",Iceberg Interactive
13769,11310,Overfall,71.0,2016,"Linux, PC, macOS",Pera Games,"RPG, Strategy, Indie",Pera Games
14015,11333,Audioshield,81.0,2016,PC,Dylan Fitterer,Indie,Dylan Fitterer
14114,11342,Prime World,65.0,2014,PC,Nival Interactive,"Action, RPG, Massively Multiplayer",Nival
14221,11352,Masquerada: Songs and Shadows,64.0,2016,"macOS, PC, Nintendo Switch, PlayStation 4, Xbox One","Ysbryd Games Worldwide, Witching Hour Studios","Action, RPG, Indie",Ysbryd Games
14348,11364,Ape Out,84.0,2019,"PC, Nintendo Switch","Devolver Digital, Gabe Cuzzillo, Gabe Cuzillo","Action, Indie",Devolver Digital
14359,11365,Diluvion,66.0,2017,"PC, macOS",Arachnid Games,"Action, Adventure, RPG, Indie","Good Shepherd Entertainment, Gambitious Digital Entertainment"
14509,11379,ðŸ”´ Circles,76.0,2016,"iOS, PC, macOS","Jeroen Wimmers, cherrypick games","Casual, Indie, Puzzle","Plug In Digital, Jeroen Wimmers, Cherrypick Games"
14542,11382,Oh...Sir! Prototype,64.0,2015,"Linux, PC, macOS",Vile Monarch,Indie,Gambitious Digital Entertainment
14563,11384,Shadows of Adam,77.0,2017,"Linux, PC, macOS, Nintendo Switch",Something Classic Games,"RPG, Indie",Something Classic Games
14583,11386,Rad Rodgers: World One,72.0,2016,PC,Interceptor Entertainment,"Action, Adventure, Indie, Platformer","THQ Nordic, 3D Realms, HandyGames"
14594,11387,Port Royale 3,55.0,2012,"Xbox One, PC, Xbox 360","Gaming Minds Studios, Gaming Minds","Action, Strategy, Simulation","Kalypso Media, Kalypso"
14616,11389,Diaries of a Spaceport Janitor,69.0,2016,"PC, macOS","tinyBuild, Sundae Month","Adventure, RPG, Simulation, Casual, Indie",tinyBuild
14733,1140,World of Goo,90.0,2008,"macOS, Android, Linux, PC, iOS, Wii, Nintendo Switch",2D BOY,"Strategy, Educational, Family, Indie, Puzzle","Tomorrow, 2D BOY"
15002,11425,SPORE,84.0,2008,PC,Maxis,"Simulation, Family",Electronic Arts
15159,1144,Mega Coin Squad,56.0,2014,"macOS, Linux, PC, Xbox One, PlayStation 4","Adult Swim, Big Pixel Studios","Action, Indie",Adult Swim Games
15491,11471,ELEX,59.0,2017,"Xbox One, PC, PlayStation 4","THQ Nordic, Piranha Bytes","Action, Adventure, RPG",THQ Nordic
15632,11484,Wolcen: Lords of Mayhem,60.0,2020,PC,WOLCEN Studio,"Action, Adventure, RPG, Indie",WOLCEN Studio
15782,11498,The Legend of Heroes: Trails in the Sky SC,80.0,2015,PC,Nihon Falcom,RPG,"XSEED Games, Marvelous USA"
15804,115,Zero Escape: The Nonary Games,86.0,2017,"PC, PlayStation 4, PS Vita","Aksys Games, Spike Chunsoft Co",Adventure,Spike Chunsoft Co
15826,11502,Dragons and Titans,43.0,2014,"Linux, macOS, PC",Wyrmbyte,"Action, Adventure, RPG, Indie",Versus Evil
15951,11514,The Descendant,59.0,2016,"PC, macOS",Gaming Corps,"Adventure, Casual, Indie",Microids Indie
16014,1152,Thumper,85.0,2016,"PC, Web, Xbox One, Nintendo Switch, PlayStation 4",Drool,"Action, Indie",Drool
16300,11547,Chaos Reborn,85.0,2015,"Linux, PC, macOS",Snapshot Games,"RPG, Strategy, Indie",Snapshot Games
16353,11552,Black Mirror III,75.0,2011,PC,Cranberry Production,Adventure,THQ Nordic
16472,11563,SPORE Galactic Adventures,70.0,2009,PC,Electronic Arts Maxis,"Action, Simulation",Electronic Arts
16515,11567,The Red Solstice,74.0,2015,PC,Ironward,"Action, RPG, Strategy, Indie",Nkidu Games
16727,11587,Kenshi,75.0,2018,PC,Lo-Fi Games,"Action, RPG, Strategy, Simulation, Indie",Lo-Fi Games
16771,11591,CAYNE,75.0,2017,"Linux, PC, macOS",THE BROTHERHOOD,"Adventure, Casual, Indie",THE BROTHERHOOD
16793,11593,Bleed 2,83.0,2017,"Linux, PC, macOS, Nintendo Switch, Xbox One, PlayStation 4","Digerati Distribution, Ian Campbell, BOOTDISK REVOLUTION, BootdiskRevolution","Action, Indie","Digerati, Ian Campbell"
17349,11645,Dream,59.0,2015,PC,HyperSloth,"Adventure, Indie, Puzzle","Mastertronic, HyperSloth"
17371,11647,Deadly Dozen,56.0,2001,PC,N-Fusion Interactive,"Action, Strategy","Retroism, Ziggurat"
17382,11648,Line of Sight: Vietnam,68.0,2003,PC,N-Fusion Interactive,Action,"Retroism, Ziggurat"
17392,11649,Elite Warriors: Vietnam,46.0,2017,PC,N-Fusion Interactive,Action,Retroism
17403,1165,SteamWorld Heist,81.0,2015,"macOS, Linux, iOS, PC, PS Vita, Nintendo 3DS, Nintendo Switch, Wii U, PlayStation 4","Image & Form, Image & Form International","Action, Adventure, RPG, Strategy, Indie, Platformer","Image & Form, Image & Form International"
17544,11663,My Friend Pedro,76.0,2019,"PlayStation 4, Xbox One, PC, Nintendo Switch","DeadToast Entertainment, Deadtoast","Action, Shooter, Arcade, Indie",Devolver Digital
17565,11665,SpellForce 2 Anniversary Edition,80.0,2017,PC,"THQ Nordic, Phenomic","Action, RPG, Strategy",THQ Nordic
17576,11666,DYSTORIA,72.0,2017,PC,Tri-Coastal Games,"Action, Indie","IndieHound, Tri-Coastal Games"
17619,11670,Card Hunter,80.0,2015,"PC, macOS",Blue Manchu,"RPG, Strategy",Blue Manchu
17791,11686,POSTAL 2,59.0,2003,"PC, Linux, macOS",Running With Scissors,"Action, Shooter, Adventure, Indie",Running With Scissors
17822,11689,Nancy Drew: Warnings at Waverly Academy,76.0,2009,PC,HeR Interactive,Adventure,HeR Interactive
17833,1169,Mafia III,62.0,2016,"macOS, PC, PlayStation 4, Xbox One","Aspyr Media, 2K Czech, Hangar 13","Action, Adventure",2K Games
18002,11706,STRAFE,66.0,2016,"iOS, Linux, PC, macOS, PlayStation 4","Devolver Digital, Nanovation, Pixel Titans","Action, Shooter, Arcade, Casual, Indie","Devolver Digital, Nanovation"
18046,1171,Alekhine's Gun,40.0,2016,"PC, Xbox One, PlayStation 4",Maximum Games,"Action, Adventure","Kiss, Maximum Games"
18220,11726,Dead Cells,88.0,2018,"iOS, PC, Nintendo Switch, Xbox One, PlayStation 4","Plug In Digital, Playdigious, Motion Twin","Action, RPG, Indie, Platformer","Plug In Digital, Playdigious, Motion Twin"
18242,11728,Halcyon 6: Starbase Commander,71.0,2016,"macOS, Linux, PC, iOS, Nintendo Switch",Massive Damage,"RPG, Strategy, Simulation, Indie","GHI Media, LLC, Smiling Buddha Games, Massive Damage"
18276,11731,Albert and Otto,69.0,2015,"macOS, Android, PC, PlayStation 4, Xbox One, iOS","Digerati Distribution, K Bros Games, K Bros Entertainment, Mokuni","Adventure, Indie, Puzzle","K Bros Games, K Bros Entertainment"
18286,11732,Super Duper Party Pooper,40.0,2016,"PC, macOS",K Bros Games,"Strategy, Simulation, Casual, Indie",K Bros Games
18340,11737,Eschalon: Book I,75.0,2007,"PC, macOS, Linux",Basilisk Games,"RPG, Indie",Basilisk Games
18448,11747,Wargame: European Escalation,81.0,2012,"PC, macOS, Linux",Eugen Systems,Strategy,Focus Home Interactive
18456,11748,The Next BIG Thing,75.0,2011,"PC, iOS, macOS","Focus Home Interactive, Pendulo Studios","Adventure, Family","1C-SoftClub, Focus Home Interactive"
18487,11751,Blood Bowl Legendary Edition,73.0,2010,PC,Cyanide Studio,"Strategy, Sports",Focus Home Interactive
18497,11752,City Life 2008,66.0,2007,PC,Monte Cristo,"Strategy, Simulation","Focus Home Interactive, Monte Cristo"
18508,11753,Loki,61.0,2007,PC,Cyanide Studio,RPG,Focus Home Interactive
18529,11755,"Runaway, A Road Adventure",74.0,2001,"iOS, PC, macOS","Pendulo Studios, Numeric Pipeline","Action, Adventure, RPG","Focus Home Interactive, Numeric Pipeline"
18582,11760,Nancy Drew: Ransom of the Seven Ships,78.0,2009,PC,HeR Interactive,Adventure,HeR Interactive
18711,11772,The Coma: Cutting Class,69.0,2015,"macOS, PC",Devespresso Games,"Adventure, Indie",Devespresso Games
18773,11778,Holy Potatoes! A Weapon Shop?!,69.0,2015,"iOS, Android, Linux, macOS, PC, Nintendo Switch, PlayStation 4","Rising Star Games, Daylight Studios, Daylight Studios Pte","Action, RPG, Simulation, Indie","Daedalic Entertainment, Rising Star Games, Daylight Studios Pte, Daylight Studios"
18795,1178,1001 Spikes,80.0,2014,"macOS, PC, Nintendo 3DS, Xbox One, Wii U, Linux, PlayStation 4, PS Vita",Nicalis,"Action, Adventure, Indie",Nicalis
18912,11791,Death's Gambit,72.0,2018,"PC, PlayStation 4","Adult Swim, White Rabbit","Action, Indie","Adult Swim Games, Adult Swim"
18996,11799,Audiosurf 2,76.0,2015,"Linux, macOS, PC",Dylan Fitterer,Indie,Dylan Fitterer
19009,11800,WildStar,82.0,2016,PC,Carbine Studios,"RPG, Massively Multiplayer",NCsoft
19118,11810,Fossil Echo,61.0,2016,"Linux, PC, macOS",Awaceb,"Action, Adventure, Indie, Platformer",Awaceb
19129,11811,Nancy Drew: The Phantom of Venice,69.0,2008,PC,HeR Interactive,Adventure,HeR Interactive
19148,11813,Maize,65.0,2016,"PC, PlayStation 4, Xbox One",Finish Line Games,"Adventure, Indie",Finish Line Games
19159,11814,NEO Scavenger,77.0,2014,"PC, macOS, Android, Linux, iOS",Blue Bottle Games,"RPG, Strategy, Indie",Blue Bottle Games
19181,11816,Gladiator: Sword of Vengeance,69.0,2017,PC,"Throwback Entertainment, Acclaim Studios Manchester","Action, Adventure",Throwback Entertainment
19192,11817,Nancy Drew: The Haunting of Castle Malloy,81.0,2008,PC,HeR Interactive,Adventure,HeR Interactive
19319,11829,Husk,44.0,2017,PC,UndeadScout,"Action, Adventure, Indie",IMGN.PRO
19341,11831,Marvel vs. Capcom: Infinite,73.0,2017,"PC, Xbox One, PlayStation 4","Capcom, Capcom U.S.A","Action, Fighting",Capcom
19363,11833,Memoranda,58.0,2017,"Xbox One, Linux, PC, macOS",Bit Byterz,"Adventure, Indie",Digital Dragon
19427,11839,Pathologic 2,66.0,2019,"PlayStation 4, Xbox One, PC",Ice-Pick Lodge,"Adventure, RPG, Indie","tinyBuild, Ice-Pick Lodge"
19438,1184,Aragami,71.0,2016,"PC, PlayStation 4, Linux, macOS, Xbox One, Nintendo Switch",Lince Works,"Action, Adventure, Indie",Lince Works
19537,11849,Platformines,67.0,2014,PC,Magiko Gaming,"Action, Indie",Bandai Namco Entertainment
19567,11852,WAKFU,76.0,2014,"Linux, macOS, PC",Ankama Studio,"Adventure, RPG, Strategy, Massively Multiplayer",Ankama Games
19640,11859,Team Fortress 2,92.0,2007,"PC, Linux, macOS",Valve Software,"Action, Shooter",Valve
19660,11861,Lionheart: Legacy of the Crusader,57.0,2003,PC,Reflexive Entertainment,"Adventure, RPG",Interplay Productions
19732,11868,Nancy Drew: Last Train to Blue Moon Canyon,77.0,2005,PC,HeR Interactive,Adventure,HeR Interactive
19743,11869,Nancy Drew: Danger by Design,70.0,2006,PC,HeR Interactive,Adventure,HeR Interactive
19754,11870,Nancy Drew: The Creature of Kapu Cave,68.0,2006,PC,HeR Interactive,Adventure,HeR Interactive
19765,11871,Nancy Drew: The White Wolf of Icicle Creek,73.0,2008,"PC, Wii",HeR Interactive,Adventure,"SEGA, HeR Interactive"
19796,11874,Nancy Drew: Legend of the Crystal Skull,79.0,2007,PC,HeR Interactive,Adventure,HeR Interactive
19807,11875,STAR WARS: The Clone Wars - Republic Heroes,46.0,2009,"PC, PlayStation 3, Nintendo DS, Wii, PSP, PS Vita","LucasArts Entertainment, Krome Studios","Action, Shooter, Adventure","Disney Interactive, LucasArts Entertainment"
